latitude,longitude
41.0785,-87.33684
-30.956924,151.79106
51.778168,-2.210373
35.336124,-118.61742
16.353865,53.542038
41.34528,-75.0471
31.766394,-82.014534
48.048122,-123.14844
1.2452469,115.843155
35.58559,-98.58425
